musicbrainz_id,genre,broad_genre,country
d5f54887-117b-42a1-9aee-8780b84ebaba,pop,pop,UK
21f3573f-10cf-44b3-aeaa-26cccd8448b5,metal,metal,USA
cc1ff172-ac70-42b8-bbb8-6ff9b4b15614,pop,pop,USA
f6d410db-cc51-4ee8-aa8d-792ca5f7eb86,pop,pop,France
46f4e349-ddec-4131-9367-91b630a821d0,pop,pop,USA
22568c9d-8ef3-4224-b994-8e0658e1082a,pop,pop,USA
55d4b04a-d861-4417-979c-ee52ff74e730,rock,rock,USA
aa79e742-195b-413d-bf03-9562e9c39519,classical,classic,Germany
f5a19292-1b45-466b-8732-a80d0eb4eec2,metal,metal,USA
c743f06f-2fb8-43b5-bcd0-639bcdbb0a30,jazz,jazz,USA
1999a33b-e56e-467d-af1a-53ea14f5a2cd,pop,pop,USA
5f821136-9935-403c-abb5-e78ddda35e9f,pop,pop,USA
5ccb9a53-092d-4806-b337-470a582893d7,metal,metal,USA
da785f6e-86e2-4efa-aca6-6c3cbd15d91c,rock,rock,UK
42d79b6b-2cfe-43f4-b5d9-239503074153,metal,metal,USA
51a77a0b-69be-41c4-88f4-22f25a9a63e5,rock,rock,France
d420c755-1d99-44d4-b47a-b298550296f5,rock,rock,USA
b7bad434-a608-4bd5-8e6e-201e7f2c48c2,metal,metal,Spain
e68f711c-f0ba-4e5d-bc59-dad57afeb27c,pop,pop,France
c754774d-d3ea-4216-9486-368c04b1bbe7,rock,rock,USA
e8238c02-1cf0-4a51-bfd0-cee93904d351,pop,pop,USA
9588e7ab-dcf1-4dab-b341-a4e0717423a3,metal,metal,Germany
3b3c65b5-4d91-42d2-8395-b929852a7f7d,metal,metal,Germany
5bd1060b-8608-4817-93ca-207f7c828e2f,metal,metal,USA
371c472e-2fc8-402b-9154-61776163d470,metal,metal,Germany
b2be0622-2ce9-411a-94d4-c9db971f78ab,metal,metal,USA
74963434-dcb6-4b14-98cc-99873b06db66,pop,pop,USA
51cc88e9-657b-4cda-bcb7-0a8faa753b02,metal,metal,USA
9c1bab2e-b931-4daf-aa53-554e13fcfa9d,jazz,jazz,Italy
f9b57146-c5ce-41ad-adfb-ee904a4f7b19,metal,metal,USA
ad7eed52-e228-465e-a275-3005c7786dd4,pop,pop,UK
1cf5f079-706d-4b1f-9de9-0bf8e298cc97,pop,pop,UK
e390d54f-92f0-4039-9dd3-e8eac130b4c0,jazz,jazz,Italy
f6b997e7-3a71-4f39-98cc-3a1eccbf0a99,country,country,USA
fae834bb-51d6-436f-9492-29455f42ba0d,pop,pop,USA
de030dcd-36e3-425e-9201-0d5be10769f1,rock,rock,USA
26afaedd-e99c-45b2-b7f9-6c4c2b33d90c,pop,pop,UK
f30f9355-4b0c-4c32-b28f-c0ef778a566e,hip hop,hip hop,USA
ce3bc975-a76f-415b-a6cd-1e568c5714dd,hip hop,hip hop,USA
4f6dd51e-bfd7-4153-ace7-9316d1757a57,hip hop,hip hop,UK
c1c10a2a-241a-403a-a020-61545f31d374,rock,rock,UK
d3d83a98-4a2e-433c-903c-5b4c79ccb42e,pop,pop,
c0c852b3-0fdc-4482-aac1-8f8e1fa0e98f,country,country,Germany
8ac6cc32-8ddf-43b1-9ac4-4b04f9053176,metal,metal,USA
b4265534-cf8f-4a8f-827d-fc490ccd15b8,jazz,jazz,UK
e113c220-87a8-4aa3-9edb-f52578084d65,jazz,jazz,USA
33c5f321-37b5-4c8e-8eff-a8a6a5ac2e44,rock,rock,USA
86abc000-0534-4ed0-8c51-1a67142a54c6,rock,rock,Germany
10c4141d-7169-4796-9b39-faa2eb5710a6,rock,rock,Germany
f0b1619b-6b76-4633-9a83-85b11a17ad98,metal,metal,USA
9b1f75d4-46b5-4fe2-8787-027faa1b4f60,rock,rock,France
a802fee7-86d5-4043-94a3-a5cc5b121cc9,metal,metal,USA
aec46991-e896-4c1f-80cc-aed97b0cdc73,metal,metal,France
083b3a38-13c6-428f-9e02-6c306afa5761,pop,pop,USA
60e2e955-b604-4fc4-bb9c-a200d0a1831b,metal,metal,France
93b2d209-2813-44a5-9bf2-1fbdb9fe06b2,pop,pop,USA
98400193-5390-4720-b29e-65593037256c,pop,pop,UK
12aac92c-26d3-4b0e-be5e-e7b86ab938b6,pop,pop,USA
6c3d622d-4807-4a71-8ffd-1f4b8b876da0,hip hop,hip hop,UK
a6b8ef30-1d47-4042-9b29-3963e4cd7a7a,metal,metal,USA
e105c272-b5d7-4135-82ef-d60bded54345,rock,rock,UK
fd3c3f9f-a471-498e-ab3a-940ac20b6bbd,pop,pop,USA
843ec197-d484-4913-8832-1b90d34807c8,rap,hip hop,USA
0f8bd5a7-c915-4e00-a035-fe3969e9a9b1,rock,rock,UK
21762977-5d60-4fdb-a197-9347df3e6b17,rock,rock,USA
0459517d-082f-4983-b7eb-5680d3913cb4,classical,classic,France
c48c44e3-5fee-4e21-abff-23dae63ef217,jazz,jazz,UK
ca1174a2-e271-4c62-a122-67ebfafdc211,metal,metal,Germany
133d9142-f1ff-4799-82dc-4dd8ad4ae9de,metal,metal,
335abb73-0134-4264-bfd7-9b110ab8d4db,rock,rock,France
16a99fc7-e323-4d04-81ab-46b09a0cb4eb,rock,rock,UK
77154707-cb09-4a60-b428-64b59d893e4a,pop,pop,Germany
68025033-de1b-42f5-8a21-bedfb8895dda,country,country,USA
a661f3c4-4c38-4ec1-93a9-4fec5b16577e,hip hop,hip hop,France
da66103a-1307-400d-8261-89d856126867,pop,pop,USA
1801bd47-46ae-49ff-bfcd-6e01b562d880,metal,metal,USA
ac70f34d-95fd-40ed-b436-f5402fb5ffb8,pop,pop,UK
8475297d-fb78-4630-8d74-9b87b6bb7cc8,pop,pop,USA
f75efa44-f7c0-4329-a84c-f24988db7c4c,jazz,jazz,France
23f9f9ad-90f9-439e-b309-dd7e4256c942,metal,metal,France
1916fc94-bf9c-4ba2-90b0-22ebb5444d57,rock,rock,UK
5ea48d60-26c9-406c-aed3-a450bb5d8e86,pop,pop,Germany
50e3dd64-6b87-4b9a-a511-c375ae4ff1ca,country,country,USA
a30e3a7b-cd14-4e63-ba22-04d02ee6fe26,pop,pop,USA
364a9485-9b5d-4938-a9f4-4e0c8a4956cb,metal,metal,Spain
e0fdee35-0790-4a5a-8cd8-bc83d4854422,pop,pop,UK
ddfd9b2f-186e-4b2c-ad09-01aa5380c225,pop,pop,USA
dca3bb41-4f2b-449c-9c1e-1590a6afcaa7,rock,rock,USA
ace678cd-7e04-4844-9971-8e71bb3fc5e3,metal,metal,USA
1c94380f-de9c-4d5e-b4d2-1c04ec3d3db5,rock,rock,
d50a4b89-ff1f-4659-9fde-f76f8d5b3c89,metal,metal,UK
f4805b9d-68f8-438e-8f13-ec7bcb4c8581,pop,pop,USA
069732c8-1de4-4194-b240-8eeffabe8519,metal,metal,USA
c44e9c22-ef82-4a77-9bcd-af6c958446d6,rock,rock,UK
0f7a9866-5644-4a45-9781-b87e60eb3269,pop,pop,France
4eca1aa0-c79f-481b-af8a-4a2d6c41aa5c,country,country,USA
64d62f45-e001-40a1-a055-c3545fcc14de,pop,pop,UK
77b29df2-056e-409e-a1b2-5e2bbfe421c4,rock,rock,USA
21bffe8e-4e04-47f6-b1aa-7ede4b14cc4e,pop,pop,USA
741fef2a-c9ed-47fd-966a-eb911f488378,metal,metal,Italy
29c38f48-0a16-4c76-885a-2668ebd77842,metal,metal,Germany
1089f50b-10c3-47ef-8b21-b0b899c827d8,pop,pop,USA
38f953ac-af97-40b1-b95c-ab35cc0d7a81,rock,rock,USA
34d66729-fa8d-42e0-901b-5458d8c4431f,jazz,jazz,France
1d6d939e-65d7-4ee9-8e91-cd5fcf7dcdff,rock,rock,Germany
14c0c282-e0c1-46fe-acd1-9a015ba721c5,pop,pop,UK
c4b87e45-c07a-460f-9c58-8d15328e2964,pop,pop,UK
c9e69e05-2c05-4700-a311-53fe4ffc649e,rock,rock,USA
73f6b554-ad01-484b-89f2-68712234800c,metal,metal,France
dadd10f1-9db4-4a35-b939-9469029deab5,pop,pop,USA
a11597ca-6f79-4d6e-a32b-32c1f5a2fd30,pop,pop,Germany
bbc8d6b5-a3e3-4d51-9f4e-565e9ef94967,pop,pop,USA
4e1c20df-9ba5-401c-a82e-12d83f935781,metal,metal,Spain
b9b1efa6-8e01-4726-a9d5-0f96f5fd23d9,pop,pop,Germany
1c3c7d51-4679-476c-8cb0-580a35da018b,metal,metal,USA
7095a841-1374-45e7-97f6-1e7f321c46a6,jazz,jazz,USA
e80cb9fc-37b9-469b-9c73-ff26e79941f7,pop,pop,Italy
e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,pop,pop,USA
e062ce8b-19cc-4308-b37b-f62b7adfb6c2,rock,rock,UK
559211a5-2a51-4346-ba84-5cc74821a1cd,pop,pop,France
4bfce038-b1a0-4bc4-abe1-b679ab900f03,rock,rock,UK
6d230d98-fb8d-4421-a6e8-daca4e55d53e,pop,pop,Germany
24234aaf-000f-44de-8f58-9d7964ac3e8f,rap,hip hop,Germany
9b422c81-017c-4f8f-a7a9-ba6229c29343,pop,pop,USA
5fce249a-96cd-4296-b9f2-ef60c876b0bb,hip hop,hip hop,Germany
0a623782-931b-4f2d-8d8b-e8bfc8b95cda,country,country,USA
930d2a33-3462-413c-ac32-99ecc5cbf8ea,jazz,jazz,Germany
869ed7e3-700b-45fc-967c-4154fdb7efd9,pop,pop,Germany
494d1c4b-fb74-4a4f-b73e-408577a97370,metal,metal,Italy
9ad2dcb4-4ae8-4b99-a1ed-cbeb813b8c5b,pop,pop,France
fdf9fd10-8a2a-4cb4-bed0-3c476c976ce0,pop,pop,USA
bbfee68d-1544-47cb-be5a-98e879bbe3ad,rock,rock,UK
96776df9-9167-4ff8-af7b-4d9036c431c8,jazz,jazz,USA
f0eed6bf-9b1b-4454-8595-ef9d990883d8,metal,metal,France
f97c4058-cc2b-43da-97e5-96bef7e55f40,hip hop,hip hop,France
128fba8e-a03a-444a-8a79-c99b31cda0ea,metal,metal,USA
797c5264-2edc-4718-b3fc-ee30b343a0fd,rock,rock,Italy
cccf4591-da54-4f3b-8522-5664bb1b2a42,pop,pop,USA
d8c5c228-0dff-4236-beae-3e2982714a72,hip hop,hip hop,USA
49111855-2c7c-4142-8537-eed2362cf052,pop,pop,Italy
251e10fb-4ed1-4a79-8655-7f22d461a689,rock,rock,UK
7be492c5-9d16-4e66-8148-055df5cdbaed,pop,pop,USA
63862e0f-4e06-458e-88d7-2baabbf27398,pop,pop,UK
1ce29420-14e2-4eb5-9740-f9efe3334c3f,pop,pop,France
18221211-c3bc-4271-b33e-8acccf861a17,pop,pop,France
614ae988-c23c-4cf9-bb60-d6d756793005,pop,pop,USA
ec6eaf55-d743-46ce-89b6-014943a2773c,pop,pop,Italy
27258b82-19f7-4788-b370-1269c322ce6d,pop,pop,France
b463a831-8ea0-40c4-9a56-34cfe0896931,metal,metal,USA
2cf75c6b-e686-4ba1-818a-7f3ad5f3f398,rock,rock,UK
11ab49a5-fd58-4905-997d-57e70064e893,pop,pop,USA
0cb26d00-212f-4009-8b45-691a1311e541,pop,pop,Germany
0b88f9de-7c37-4800-9d6a-04ce6c20b76c,country,country,USA
dac77ea9-7975-497a-ad22-7833bee92eaa,pop,pop,USA
3bdd932d-f442-451a-93f6-286d2bb8075d,metal,metal,UK
a2f7e646-7109-4989-a27b-fde73b6a5312,metal,metal,France
6d4da93f-6fc3-4aa0-9801-cd85a7673f0a,metal,metal,USA
1d097d38-d5ca-4cd4-9200-7f08eedd0875,metal,metal,USA
a4b4762e-2f1a-4bb8-8f2b-72388da8ab72,rock,rock,USA
f11f6e85-a39a-4dd8-875b-cd84839ddec6,pop,pop,UK
5cad62bb-d08e-4ed7-9b22-7c2026587fc4,pop,pop,France
979437d4-9514-4078-89cd-0b87907ddf86,pop,pop,USA
831dcf03-b745-436b-922f-6a2baaf45e57,pop,pop,USA
efc25018-298b-49d2-9835-7e0f8c82dff8,hip hop,hip hop,USA
7ab39db3-775e-46be-a273-e54217753754,jazz,jazz,USA
a9ae7a19-be18-4737-8eb1-af560eb177de,pop,pop,UK
8e6c44df-06fc-4852-83d0-ef0efed6630a,hip hop,hip hop,France
58182588-b18f-4bc4-a7fd-3805c408b04b,pop,pop,USA
1f73ba2e-c116-4c50-b1ff-a99bded21722,rap,hip hop,Germany
cc25bced-af79-4a52-b03d-cf71d24a7adf,hip hop,hip hop,UK
66120159-5fe7-4cdb-8c9a-7ac68e393c6f,hip hop,hip hop,USA
d330ab6a-d70d-4e0e-8feb-a2e10cb1e7c5,rock,rock,USA
eacc6d9c-199e-45fb-960b-e21fa503f82b,rap,hip hop,USA
47863009-9ffd-466b-873e-97b89f861242,jazz,jazz,France
ddc35db5-f1fc-4b5b-91a5-bbfb03e6e903,metal,metal,Germany
3eb0dd85-bbb5-43f5-9731-12c50a4865ba,metal,metal,France
18aa8991-fb40-44d4-9950-e28fbc536131,metal,metal,USA
31200780-d9e5-4c34-a022-064410996ee0,hip hop,hip hop,USA
ae24a315-4619-42a9-a7ca-df70a87b14a8,pop,pop,USA
b4946461-dacb-4aa9-a77c-7b3231317794,metal,metal,USA
e84a64f9-cf28-477d-a31a-f43514011918,rap,hip hop,USA
a310c17f-1445-4a9e-8e72-1ad8f62c4579,pop,pop,USA
d29c3f94-55cc-414a-8cf2-6126e26e5a24,metal,metal,Germany
db0fc330-1fa1-43f8-a33f-33eaf6a97d78,country,country,USA
2c6da157-1285-4b03-af4e-f76dbc0333e6,pop,pop,USA
3f1aee2a-294c-4997-aed9-1c4ba1d984f7,country,country,USA
bd9b60e5-f008-4e1d-a059-ca9c665789d3,rock,rock,USA
d9e86b8b-de5e-4d6a-a1c3-c7f0f4fcd34f,metal,metal,France
0e6b3a2c-6a42-4b43-a4f6-c6625c5855de,pop,pop,USA
ec3e1298-23c5-4c39-bb2b-ae6a588afdeb,pop,pop,USA
db0ce7e9-45b0-4724-bb0e-ec2307908eba,metal,metal,USA
5dfe0492-07a9-4aa4-ba31-d2c6e9493484,metal,metal,Spain
3e6e3015-5f02-4068-a44c-728dc9fe218b,rock,rock,USA
e8160bb0-f4ba-4577-9e82-04d8f7ddcca4,pop,pop,USA
a11b6112-9a07-4fc9-b0a6-a7487275bb2b,classical,classic,UK
5c0d3974-33d5-4f7a-bebc-8f50c057927e,metal,metal,USA
14637c9a-4156-4990-862d-02113db0bc07,hip hop,hip hop,USA
b87d5807-c37a-4d0e-a53c-9cdf6bc6caa1,metal,metal,USA
c12e6a0e-2317-40d1-b092-cc70f50fd548,jazz,jazz,France
1dfc8ffd-559e-4a61-bb67-5fabf250a60e,pop,pop,USA
fae0a90c-22ac-4065-a904-514cfca30ad9,metal,metal,USA
84f246f7-663b-40cf-a66f-336e8b314836,pop,pop,USA
9960700d-2017-40bd-b2d4-1d365d668c81,pop,pop,USA
7d5e8e0b-8c81-472d-bef5-af7a95b50f74,metal,metal,Italy
2e3f347c-7dc8-47db-818d-589623f52a13,metal,metal,Spain
e565610b-9a8f-451d-b594-ea658d76f725,pop,pop,USA
144e8ff0-ff3e-44a2-8684-834f3c07ffa3,pop,pop,France
ce3cc41e-31b5-42eb-9bd9-a4b8b26ab513,pop,pop,France
4a53fa0a-8c84-4299-b0fe-d0a7bb89adc7,metal,metal,USA
5bad32aa-0a3b-4a3c-88e1-43caa020aa8e,metal,metal,Italy
36bb2418-3fa0-40c6-8805-a15498aec764,country,country,USA
c0a138e2-cef7-471b-8fbb-524e1076256a,pop,pop,USA
941080d7-452e-4ec4-9ee4-f241eb719541,metal,metal,USA
715b9af4-36c8-4ae7-bc7a-b1ff147fc110,rock,rock,USA
13fc6434-1d2b-49f5-a1cb-b38358b5a15f,metal,metal,France
5e7138ab-863f-42d6-b0d7-1f161ffcca20,pop,pop,UK
c4f35f4b-0716-463b-b3f2-40feede7b2e1,metal,metal,USA
9b6f11f4-bef1-4265-987b-816bbbb67be1,metal,metal,USA
ccaa52c7-8834-40f1-8684-339a35fc5b8a,metal,metal,UK
3321a95e-d587-47c0-b6d3-fa5b60030d29,pop,pop,France
758fde07-0a5c-4677-98d2-4dd7894874f5,country,country,USA
c0f2bc61-05d6-4255-9c8b-18ff87cfd1d5,rock,rock,UK
0f2fea44-7e03-47f9-86e6-91d0a22fd0ee,rock,rock,USA
ccd5bf1f-f83d-4e81-86aa-2aff85d5d6c5,hip hop,hip hop,USA
b3568275-194a-4963-be3e-6328faf3648a,metal,metal,Spain
ad4c8517-b237-4b7d-a483-de8274dc509d,metal,metal,Germany
303e821f-756b-4e76-bb7b-7e3c76f9da07,metal,metal,UK
7f179acc-d6eb-4ca9-af90-c14e397fb613,metal,metal,USA
9c4efbcd-2a75-4d37-bcdb-97f03756bd55,pop,pop,Germany
40ee8fa3-c6d7-4556-b4e2-9f4114565043,classical,classic,UK
821eaa7e-79b9-4aeb-837c-6acc868ce5f1,rock,rock,USA
9f625804-4806-4784-9011-7190c755f252,metal,metal,Germany
1d71cfe3-f105-4dd5-bdfe-61f6fde2cac7,metal,metal,USA
dba5b25b-94fd-47c0-958f-ad279cfdccf6,rock,rock,USA
17862c0f-a9b1-46dd-b85d-7af965974afd,pop,pop,USA
9d2fde91-4633-430d-87f0-2b9bbb7fa451,metal,metal,UK
fc6548d9-cc7e-4311-bd6c-6eba9c0cd06f,rock,rock,UK
a3c7ec74-66e2-4f19-b651-5855d7eeae75,rap,hip hop,USA
4d965cc0-86a6-49e2-80f9-7c2bdf606242,pop,pop,USA
31c19df6-6a29-4741-a6f7-0f9fe294c534,rock,rock,Germany
c5d581b7-3b8b-414b-92ae-8f8ed6198901,pop,pop,France
48fe77c4-cb39-4316-85e9-30669f317935,pop,pop,Italy
07dff93c-1430-4443-a0e4-e2851110ba24,metal,metal,USA
4b85cdd2-3c60-4578-8543-401c02f25756,pop,pop,USA
afaac371-0244-441c-b68d-794c98df6264,metal,metal,UK
b75d406d-0ceb-4c54-91be-91fee2ade610,jazz,jazz,Italy
bdfe62f0-2769-4367-b0e7-265e400a3a7b,country,country,USA
63d61461-ecfe-4057-896b-3ba3ff3111eb,pop,pop,USA
283e25f8-8ffd-49a2-8211-ec13f36d25c0,rap,hip hop,Germany
172053e5-a7fb-4548-a64d-c53858b5e775,pop,pop,USA
abaa4af5-be79-4456-86f4-0554939aeaa3,metal,metal,Italy
b6b5e4fd-c455-48c1-b384-d7362ac2e3d2,pop,pop,Germany
967181a8-b54d-407b-93e4-2988bd97fa39,country,country,USA
c1c02051-0305-4095-8817-30df19c0b79f,country,country,USA
7004488a-6ddd-442e-9d62-7459aca24bee,metal,metal,UK
fa4f4b89-3ddc-4e97-88fa-0e30121f986a,rock,rock,USA
b629afc0-2d61-4638-9e49-32bcacf69228,metal,metal,Italy
1ffe182d-e48f-46f7-ace6-6b3872161d1e,rock,rock,France
4730a989-8cf4-437b-9825-135f01644eab,rap,hip hop,USA
65332881-b3fa-45a9-ae8a-9fc921d42b6f,metal,metal,USA
2bdff1c8-49ec-4f0c-b5e6-0dcb44e6f33e,rock,rock,Germany
abb69853-a201-4fc4-b42f-25dd5b817a4d,classical,classic,Germany
9c17713b-14f7-47ee-b0ba-87802d186aab,rock,rock,USA
8f532bd1-c27a-4a7c-80f9-9d163f234623,pop,pop,Germany
b39cee8e-d6da-476a-a229-c6a46bf99ad5,rap,hip hop,USA
876eaf5b-e416-44a2-824e-52ec90580fdc,rap,hip hop,USA
0e597a0f-9247-4c8f-b042-fa022ff621e3,pop,pop,Germany
4515254c-ba80-4689-a0f2-35a099011a15,pop,pop,Germany
e0458faa-82b2-4011-b851-6a0ed1f5a0e6,hip hop,hip hop,USA
26c671d0-ed34-4c78-baba-be759c350468,jazz,jazz,USA
6ef12fc1-40f4-41ea-ac52-f487840255bd,pop,pop,UK
3db1b203-5e4d-428c-8e87-6209238760b9,rock,rock,Germany
b1b61ba1-8040-4e18-a40e-e1f8891bacec,metal,metal,USA
c373c7f0-fddf-4c04-a327-19dd83590753,metal,metal,USA
00467da8-2a92-498f-8b10-a80889bcded7,rock,rock,UK
7b03af51-416d-42dc-8215-98cf48de9a11,pop,pop,Germany
d43d77c3-1bf6-4d09-a013-27445f6d7658,jazz,jazz,France
321bb961-4a54-4cfb-a3f4-df314bd14f2a,pop,pop,USA
